3.09702702  2.68364011  13.9971543  17.4281456
2.78308799  2.25683052  16.8221007  17.1522143
3.82524096  3.32088588  16.9962558  17.1937766
2.84756668  2.28892322  18.2169091  16.8941257
3.17637657  2.80936597  16.6470769  17.0512088
3.46191804  2.8331337  20.1218591  16.9301
3.64237797  3.2393397  17.6014012  17.119788
3.10818037  2.5848361  18.509017  16.8292066
3.03250068  2.58296309  19.3604381  16.8174522
4.16851174  3.66499258  18.3032462  17.315468
4.3920975  3.72945277  20.484638  17.1717914
4.06900241  3.61434665  17.0622972  17.2120102
4.14347591  3.5803375  20.8012577  17.5612017
4.27103006  3.60814577  20.6972142  17.4025716
3.91235593  3.34750445  18.4372924  17.0439652
3.67150189  3.0306897  19.5116986  17.4152794
4.29918216  3.71790072  19.7826506  17.4917471
4.02517433  3.40483081  21.0957457  17.4772747
4.26432143  3.64991732  21.6526027  17.2399835
4.43124627  3.82106805  20.5048537  16.946633
4.05958724  3.36351211  19.1184477  17.2588116
4.17109757  3.46248315  19.7106106  17.4435966
3.58404637  2.83730648  17.857137  17.2332332
3.17192741  2.41922809  19.5468383  16.8505481
3.63401342  2.9827762  20.8425083  17.0647719
4.39230353  3.74539298  21.2686402  17.4538041
4.20377492  3.27239566  22.2214952  16.8989401
4.67843791  3.79171806  21.5044987  16.590683
4.69158912  3.94627954  20.6096498  16.979131
5.38274857  4.61054452  21.443834  16.9609655
5.27202702  4.46436304  20.4754396  16.9119896
4.91646249  4.09829187  20.8732335  17.5727639
5.2245534  4.41268316  24.8562675  17.651009
4.7808982  3.80539355  17.9173488  17.027674
4.7366853  3.69565019  20.6369178  17.1904642
4.77361001  3.73673284  19.5454762  16.9730042
6.17087802  5.24180551  15.6374527  17.017268
5.74219048  4.76095328  14.2883741  17.085365
6.64181366  5.79459846  12.8975116  17.0828405
6.92400776  6.2500783  14.0946493  16.8411535
7.49629052  6.8033129  12.2990178  16.5631007
6.96036791  6.15932808  12.4121907  16.885546
6.50419965  5.68689278  11.2423845  16.5858694
6.62148603  5.8920749  9.94158188  16.8095787
5.98934203  5.144845  11.6029695  17.2216312
5.39914051  4.56371014  13.189815  17.2258238
5.88213494  5.11344466  11.2825418  17.1842706
5.23895234  4.35354945  10.3752254  16.7958676
5.46044135  4.69068818  12.3945599  17.1139025
5.00722594  4.05435042  12.6245307  16.9198972
5.54419346  4.77888766  12.1048567  17.020633
5.07216586  4.19972035  9.86292978  16.9553936
5.43102155  4.55890822  11.1551691  16.7438813
5.4641469  4.50172249  12.1033089  16.5687392
5.22156129  4.39960823  10.83766  17.0311132
5.19327652  4.28048338  13.1258088  16.984678
5.46176723  4.70910509  12.8110545  16.9411361
5.49165659  4.61915857  10.7540483  17.0140054
5.76184554  4.98477104  8.00241886  17.1426786
5.11039438  4.37168445  9.27286157  17.2459298
5.50246915  4.68318396  9.25580463  16.9946371
5.72533324  4.81785065  11.619575  16.8692313
5.48460887  4.61940062  13.5686165  17.3382016
5.53605343  4.66570687  11.1945665  17.1223903
5.61699453  4.71923586  10.8713203  17.1260667
5.19846543  4.4117643  10.3453046  16.9817891
5.30818312  4.49936127  10.5893939  16.7243953
5.42787817  4.58293144  11.8580167  16.9268484
5.59167624  4.83170489  13.6030849  17.3242059
5.09894725  4.07234992  11.3458178  16.889387
5.25667457  4.44417561  10.8189433  17.5432814
5.60317509  4.75761031  11.0514494  17.0878659
5.46953119  4.61973467  10.945044  17.0513185
4.84016996  3.88445173  12.3875557  16.9946267
5.48890378  4.49388902  10.4615383  17.0636338
5.25073545  4.25929411  9.63553942  16.6663339
5.92552992  5.07670535  10.8873557  17.2448424
6.08176199  5.29077212  10.5715517  17.5758454
5.2530215  4.28286438  11.289436  17.1370809
5.26582353  4.44953101  10.7353689  17.2106328
5.1718939  4.30175969  9.04995466  16.9948609
5.26714176  4.5167861  10.1701328  17.4603057
5.1513713  4.38309811  12.0290598  17.5834781
4.80683161  3.91052605  10.0758601  17.2311226
5.16586076  4.29165744  9.33049116  17.5043017
4.97709392  4.12654307  10.451586  17.2425265
5.51875325  4.70854272  10.7277801  16.8838149
5.68308585  4.88699688  11.0799824  17.1380856
5.94077446  5.21894323  9.93435131  17.2335716
5.81493761  5.01776806  10.080261  17.1818863
5.4128885  4.6244776  9.35840151  16.9009411
5.56124057  4.76450849  9.26358528  17.0520829
5.90359338  5.06631161  9.36479484  16.8364479
5.4154305  4.63430223  9.33793203  16.8087976
5.76838891  4.87237363  10.2547971  16.8013726
5.34510278  4.5107293  9.653174  17.0385084
6.72036122  6.08687954  10.2090979  17.0410427
5.99872825  5.24487027  10.517883  16.7197522
5.5055856  4.57231114  10.0238233  16.9449729
5.81542981  4.94057771  11.5760189  17.1300277
5.76437234  5.009929  11.6016504  17.1141563
5.78437304  5.02368816  8.94751523  17.356078
5.62056509  4.91574489  9.73858967  16.8928596
5.1359  4.38648782  13.3504288  17.1736161
5.3575951  4.58264079  13.7037154  16.6561063
5.66394633  4.88454679  14.6533393  17.2943465
5.9021514  5.19110421  12.7641877  17.0067833
5.68351042  5.00684377  10.8281345  17.0976439
5.82747062  5.15068627  10.7380135  16.8508764
5.80324998  5.14893123  10.9827627  16.7665561
5.81603834  5.14125533  13.1270285  16.8702011
6.52660999  5.96711416  11.2404446  16.539924
6.63273037  6.10546331  10.1598021  16.7179135
6.93629582  6.42316492  9.82452355  16.5316165
7.28690677  6.75810607  11.759059  16.2145906
7.10073406  6.62532149  10.4744791  16.3763631
7.56061792  7.03311151  11.2016444  16.6157526
7.44942671  6.90950182  11.2409013  16.6002318
8.00115088  7.5490727  11.1016452  16.3502433
7.93530345  7.55724647  12.125239  16.1332239
8.02615853  7.63674885  11.8378109  16.3487273
7.887289  7.46139026  12.2408241  16.0107265
7.43856146  7.00395772  12.8641751  16.4936885
7.68906252  7.22642546  12.7724665  15.910346
7.83947197  7.3555883  12.3883874  16.3779637
7.37442262  6.88753799  12.8309588  16.5134181
7.54742087  7.00450857  12.6494584  16.7381937
7.30183091  6.80492151  11.7550816  16.6092485
7.23300686  6.70066641  12.7683574  16.5621692
7.57986791  7.05643638  11.4934681  16.3943302
7.7782281  7.29363618  11.6681296  16.2845853
7.75789244  7.26141655  11.0476193  16.6637239
7.66362489  7.10965797  11.8637465  16.0729769
8.00360491  7.42899631  11.7883572  16.1459634
8.27363027  7.7327292  11.698658  15.7158578
8.36377568  7.80137909  11.3432669  15.8276922
8.4999154  7.98036237  12.5343609  15.70548
8.37681247  7.83616224  11.9197343  15.7190296
8.40637858  7.83338756  11.1321195  15.6383389
8.78352903  8.27037179  11.7647245  15.57045
8.92963659  8.4033678  12.3653542  15.5443391
9.32365312  8.87445532  12.3497552  15.3513427
9.02199951  8.57560989  12.271864  15.3952183
8.87080442  8.3608373  12.9008069  15.2796789
9.16570573  8.79403658  12.3131573  14.8873615
8.75148618  8.26170082  11.5310584  15.3991606
8.68069298  8.12231743  14.0915079  15.3756616
